shiftThreshold,lagBook,winningRate
0.1,1,0.15393272477178943
0.1,2,0.20020007502813555
0.1,3,0.22758534450418907
0.1,4,0.24487243621810906
0.1,5,0.25087543771885945
0.1,6,0.2580040020010005
0.1,7,0.2621310655327664
0.1,8,0.2702601300650325
0.1,9,0.2770135067533767
0.1,10,0.28301650825412705
0.1,11,0.2883941970985493
0.1,12,0.29552276138069034
0.1,13,0.3001500750375188
0.1,14,0.304152076038019
0.1,15,0.3060280140070035
0.1,16,0.3095297648824412
0.1,17,0.31003001500750377
0.1,18,0.31203101550775386
0.1,19,0.3149074537268634
0.1,20,0.31719824890556597
0.1,21,0.32057535959974987
0.1,22,0.3237023139462164
0.1,23,0.32645403377110693
0.1,24,0.32770481550969355
0.1,25,0.33045653533458413
0.1,26,0.33024768576432323
0.1,27,0.33391717753033906
0.1,28,0.3374624624624625
0.1,29,0.33637842572894505
0.1,30,0.3375046927793768
0.1,31,0.3412589162808159
0.1,32,0.34038293079714677
0.1,33,0.34413715429858593
0.1,34,0.34526342134901766
0.1,35,0.34651482918283066
0.1,36,0.3458891252659242
0.1,37,0.34626454761606806
0.1,38,0.35177074208484543
0.1,39,0.3543986985358528
0.1,40,0.35527468401952195
0.1,41,0.3559003879364285
0.1,42,0.35902890752096106
0.1,43,0.3615317231885872
0.1,44,0.36440996120635716
0.1,45,0.36491052433988236
0.1,46,0.3660367913903141
0.1,47,0.36766362157427107
0.1,48,0.3671630584407458
0.1,49,0.37079214115880366
0.1,50,0.370917281942185
0.1,51,0.37291953447628584
0.1,52,0.37266925290952324
0.1,53,0.37104242272556626
0.1,54,0.37016643724189713
0.1,55,0.3730446752596671
0.1,56,0.3735452383931923
0.1,57,0.3757977724940558
0.1,58,0.3774718397997497
0.1,59,0.3781449493052948
0.1,60,0.3788182273410115
0.1,61,0.37819228843264896
0.1,62,0.3799449173760641
0.1,63,0.3819479218828242
0.1,64,0.38182273410115175
0.1,65,0.38362338800550894
0.1,66,0.3845479589281242
0.1,67,0.3859737006887915
0.1,68,0.3896543086172345
0.1,69,0.39103206412825653
0.1,70,0.3934118236472946
0.1,71,0.3931613226452906
0.1,72,0.3919088176352705
0.1,73,0.3919088176352705
0.1,74,0.39178356713426854
0.1,75,0.39165831663326656
0.1,76,0.39504008016032066
0.1,77,0.3941633266533066
0.1,78,0.3937875751503006
0.1,79,0.3965430861723447
0.1,80,0.3971693386773547
0.1,81,0.3995490981963928
0.1,82,0.4006763527054108
0.1,83,0.40305611222444887
0.1,84,0.40681362725450904
0.1,85,0.4081913827655311
0.1,86,0.40681362725450904
0.1,87,0.40769038076152303
0.1,88,0.4093186372745491
0.1,89,0.4088176352705411
0.1,90,0.4104458917835671
0.1,91,0.4095691382765531
0.1,92,0.4099448897795591
0.1,93,0.4095691382765531
0.1,94,0.40981963927855714
0.1,95,0.40906813627254507
0.1,96,0.4099448897795591
0.1,97,0.4103206412825651
0.1,98,0.41207414829659317
0.1,99,0.4125751503006012
0.2,1,0.23607214428857715
0.2,2,0.294188376753507
0.2,3,0.32384769539078156
0.2,4,0.3364073777064956
0.2,5,0.33440256615878106
0.2,6,0.3400160384923817
0.2,7,0.3380112269446672
0.2,8,0.34322373696872494
0.2,9,0.3504410585404972
0.2,10,0.3504410585404972
0.2,11,0.35084202085004007
0.2,12,0.35445068163592625
0.2,13,0.35565356856455493
0.2,14,0.3564554931836407
0.2,15,0.3620689655172414
0.2,16,0.3648757016840417
0.2,17,0.3640737770649559
0.2,18,0.36006415396952685
0.2,19,0.35605453087409783
0.2,20,0.3582029683112716
0.2,21,0.363016446048937
0.2,22,0.3658243080625752
0.2,23,0.36823104693140796
0.2,24,0.37184115523465705
0.2,25,0.3738467709586843
0.2,26,0.3738467709586843
0.2,27,0.38041733547351525
0.2,28,0.3828250401284109
0.2,29,0.3797671617824167
0.2,30,0.3797671617824167
0.2,31,0.38538739462063426
0.2,32,0.3805700521878764
0.2,33,0.38458450421517465
0.2,34,0.3785628261742272
0.2,35,0.3785628261742272
0.2,36,0.37695704536330793
0.2,37,0.3753512645523886
0.2,38,0.3797671617824167
0.2,39,0.3873946206342834
0.2,40,0.3873946206342834
0.2,41,0.3869931754315536
0.2,42,0.39502207948615015
0.2,43,0.3958249698916098
0.2,44,0.3958249698916098
0.2,45,0.4002408671216379
0.2,46,0.3974307507025291
0.2,47,0.3986350863107186
0.2,48,0.3998394219189081
0.2,49,0.40345242874347653
0.2,50,0.404656764351666
0.2,51,0.4002408671216379
0.2,52,0.4050582095543958
0.2,53,0.40144520272982737
0.2,54,0.3966278602970694
0.2,55,0.4002408671216379
0.2,56,0.40224809313528703
0.2,57,0.40666399036531514
0.2,58,0.407065435568045
0.2,59,0.40867121637896425
0.2,60,0.40385387394620637
0.2,61,0.4030509835407467
0.2,62,0.4050582095543958
0.2,63,0.40264953833801687
0.2,64,0.40425531914893614
0.2,65,0.40666399036531514
0.2,66,0.40843373493975904
0.2,67,0.41485943775100403
0.2,68,0.4230614704700683
0.2,69,0.424668541582965
0.2,70,0.424668541582965
0.2,71,0.4206508638007232
0.2,72,0.4198473282442748
0.2,73,0.4222579349136199
0.2,74,0.4206508638007232
0.2,75,0.4166331860184813
0.2,76,0.41904379268782643
0.2,77,0.4178384893531539
0.2,78,0.4146243471273604
0.2,79,0.41582965046203296
0.2,80,0.41864202490960223
0.2,81,0.42185616713539575
0.2,82,0.4222579349136199
0.2,83,0.42346323824829246
0.2,84,0.42788268380875855
0.2,85,0.42989152269987946
0.2,86,0.42828445158698275
0.2,87,0.4314985938127762
0.2,88,0.433105664925673
0.2,89,0.4347127360385697
0.2,90,0.43993571715548413
0.2,91,0.4415427882683809
0.2,92,0.4415427882683809
0.2,93,0.4391321815990358
0.2,94,0.44274809160305345
0.2,95,0.44234632382482925
0.2,96,0.4411410204901567
0.2,97,0.44033748493370833
0.2,98,0.44194455604660504
0.2,99,0.44194455604660504
0.3,1,0.33849557522123896
0.3,2,0.40707964601769914
0.3,3,0.4424778761061947
0.3,4,0.4358407079646018
0.3,5,0.4280973451327434
0.3,6,0.4192477876106195
0.3,7,0.4092920353982301
0.3,8,0.415929203539823
0.3,9,0.4192477876106195
0.3,10,0.42035398230088494
0.3,11,0.4170353982300885
0.3,12,0.413716814159292
0.3,13,0.40707964601769914
0.3,14,0.413716814159292
0.3,15,0.413716814159292
0.3,16,0.41261061946902655
0.3,17,0.40154867256637167
0.3,18,0.3915929203539823
0.3,19,0.38495575221238937
0.3,20,0.3838495575221239
0.3,21,0.3915929203539823
0.3,22,0.38716814159292035
0.3,23,0.39048672566371684
0.3,24,0.3926991150442478
0.3,25,0.3971238938053097
0.3,26,0.4026548672566372
0.3,27,0.40486725663716816
0.3,28,0.4103982300884956
0.3,29,0.40753045404208194
0.3,30,0.40863787375415284
0.3,31,0.4141749723145072
0.3,32,0.40753045404208194
0.3,33,0.4008859357696567
0.3,34,0.39424141749723146
0.3,35,0.39756367663344405
0.3,36,0.39313399778516056
0.3,37,0.39424141749723146
0.3,38,0.3953488372093023
0.3,39,0.4097452934662237
0.3,40,0.4019933554817276
0.3,41,0.4064230343300111
0.3,42,0.4119601328903654
0.3,43,0.4130675526024363
0.3,44,0.4130675526024363
0.3,45,0.4174972314507198
0.3,46,0.4108527131782946
0.3,47,0.4064230343300111
0.3,48,0.40863787375415284
0.3,49,0.4119601328903654
0.3,50,0.4174972314507198
0.3,51,0.4097452934662237
0.3,52,0.4186046511627907
0.3,53,0.42081949058693247
0.3,54,0.4186046511627907
0.3,55,0.4219269102990033
0.3,56,0.4219269102990033
0.3,57,0.416389811738649
0.3,58,0.41971207087486156
0.3,59,0.4186046511627907
0.3,60,0.4130675526024363
0.3,61,0.4097452934662237
0.3,62,0.40420819490586934
0.3,63,0.4008859357696567
0.3,64,0.4064230343300111
0.3,65,0.4108527131782946
0.3,66,0.4064230343300111
0.3,67,0.4174972314507198
0.3,68,0.43015521064301554
0.3,69,0.4334811529933481
0.3,70,0.43015521064301554
0.3,71,0.42572062084257206
0.3,72,0.4279379157427938
0.3,73,0.4334811529933481
0.3,74,0.43680709534368073
0.3,75,0.43237250554323725
0.3,76,0.43458980044345896
0.3,77,0.43458980044345896
0.3,78,0.43237250554323725
0.3,79,0.4279379157427938
0.3,80,0.4268292682926829
0.3,81,0.4312638580931264
0.3,82,0.43015521064301554
0.3,83,0.4312638580931264
0.3,84,0.4379157427937916
0.3,85,0.4379157427937916
0.3,86,0.4401330376940133
0.3,87,0.4467849223946785
0.3,88,0.45121951219512196
0.3,89,0.45121951219512196
0.3,90,0.458980044345898
0.3,91,0.46452328159645234
0.3,92,0.46452328159645234
0.3,93,0.4656319290465632
0.3,94,0.4700665188470067
0.3,95,0.4700665188470067
0.3,96,0.4745011086474501
0.3,97,0.47560975609756095
0.3,98,0.47560975609756095
0.3,99,0.47339246119733924
0.4,1,0.3803680981595092
0.4,2,0.5061349693251533
0.4,3,0.5245398773006135
0.4,4,0.50920245398773
0.4,5,0.48466257668711654
0.4,6,0.46319018404907975
0.4,7,0.44785276073619634
0.4,8,0.450920245398773
0.4,9,0.450920245398773
0.4,10,0.46319018404907975
0.4,11,0.44785276073619634
0.4,12,0.4447852760736196
0.4,13,0.4294478527607362
0.4,14,0.450920245398773
0.4,15,0.4294478527607362
0.4,16,0.4263803680981595
0.4,17,0.40797546012269936
0.4,18,0.3987730061349693
0.4,19,0.401840490797546
0.4,20,0.3987730061349693
0.4,21,0.401840490797546
0.4,22,0.3987730061349693
0.4,23,0.39263803680981596
0.4,24,0.401840490797546
0.4,25,0.4049079754601227
0.4,26,0.42024539877300615
0.4,27,0.4294478527607362
0.4,28,0.4294478527607362
0.4,29,0.4263803680981595
0.4,30,0.4294478527607362
0.4,31,0.4233128834355828
0.4,32,0.41411042944785276
0.4,33,0.39570552147239263
0.4,34,0.38650306748466257
0.4,35,0.38650306748466257
0.4,36,0.38650306748466257
0.4,37,0.39263803680981596
0.4,38,0.401840490797546
0.4,39,0.42024539877300615
0.4,40,0.41411042944785276
0.4,41,0.41411042944785276
0.4,42,0.41411042944785276
0.4,43,0.40797546012269936
0.4,44,0.4171779141104294
0.4,45,0.42024539877300615
0.4,46,0.42024539877300615
0.4,47,0.40797546012269936
0.4,48,0.4049079754601227
0.4,49,0.41411042944785276
0.4,50,0.4110429447852761
0.4,51,0.40797546012269936
0.4,52,0.4263803680981595
0.4,53,0.4325153374233129
0.4,54,0.4325153374233129
0.4,55,0.43558282208588955
0.4,56,0.4263803680981595
0.4,57,0.4325153374233129
0.4,58,0.4294478527607362
0.4,59,0.4233128834355828
0.4,60,0.4233128834355828
0.4,61,0.4171779141104294
0.4,62,0.4110429447852761
0.4,63,0.4049079754601227
0.4,64,0.40797546012269936
0.4,65,0.4110429447852761
0.4,66,0.4110429447852761
0.4,67,0.42024539877300615
0.4,68,0.44171779141104295
0.4,69,0.4386503067484663
0.4,70,0.44171779141104295
0.4,71,0.43558282208588955
0.4,72,0.4294478527607362
0.4,73,0.4386503067484663
0.4,74,0.4294478527607362
0.4,75,0.4171779141104294
0.4,76,0.4171779141104294
0.4,77,0.4325153374233129
0.4,78,0.4263803680981595
0.4,79,0.4263803680981595
0.4,80,0.4294478527607362
0.4,81,0.4263803680981595
0.4,82,0.4233128834355828
0.4,83,0.4263803680981595
0.4,84,0.4447852760736196
0.4,85,0.4447852760736196
0.4,86,0.44785276073619634
0.4,87,0.4570552147239264
0.4,88,0.4570552147239264
0.4,89,0.450920245398773
0.4,90,0.46932515337423314
0.4,91,0.4785276073619632
0.4,92,0.4815950920245399
0.4,93,0.48773006134969327
0.4,94,0.49079754601226994
0.4,95,0.4938650306748466
0.4,96,0.5
0.4,97,0.5
0.4,98,0.5030674846625767
0.4,99,0.5030674846625767
0.5,1,0.47580645161290325
0.5,2,0.5967741935483871
0.5,3,0.6048387096774194
0.5,4,0.5806451612903226
0.5,5,0.5241935483870968
0.5,6,0.532258064516129
0.5,7,0.4838709677419355
0.5,8,0.4838709677419355
0.5,9,0.46774193548387094
0.5,10,0.46774193548387094
0.5,11,0.4596774193548387
0.5,12,0.4596774193548387
0.5,13,0.4435483870967742
0.5,14,0.4435483870967742
0.5,15,0.4274193548387097
0.5,16,0.41935483870967744
0.5,17,0.4032258064516129
0.5,18,0.3870967741935484
0.5,19,0.3870967741935484
0.5,20,0.4032258064516129
0.5,21,0.4032258064516129
0.5,22,0.4112903225806452
0.5,23,0.3870967741935484
0.5,24,0.4032258064516129
0.5,25,0.4032258064516129
0.5,26,0.41935483870967744
0.5,27,0.4112903225806452
0.5,28,0.4032258064516129
0.5,29,0.4032258064516129
0.5,30,0.4112903225806452
0.5,31,0.4032258064516129
0.5,32,0.3870967741935484
0.5,33,0.3870967741935484
0.5,34,0.3709677419354839
0.5,35,0.3709677419354839
0.5,36,0.3870967741935484
0.5,37,0.3870967741935484
0.5,38,0.3709677419354839
0.5,39,0.41935483870967744
0.5,40,0.3951612903225806
0.5,41,0.4032258064516129
0.5,42,0.4112903225806452
0.5,43,0.3790322580645161
0.5,44,0.3870967741935484
0.5,45,0.4032258064516129
0.5,46,0.4112903225806452
0.5,47,0.3951612903225806
0.5,48,0.4032258064516129
0.5,49,0.4032258064516129
0.5,50,0.4032258064516129
0.5,51,0.4032258064516129
0.5,52,0.41935483870967744
0.5,53,0.41935483870967744
0.5,54,0.4112903225806452
0.5,55,0.41935483870967744
0.5,56,0.4032258064516129
0.5,57,0.4032258064516129
0.5,58,0.4112903225806452
0.5,59,0.3951612903225806
0.5,60,0.4112903225806452
0.5,61,0.3951612903225806
0.5,62,0.3709677419354839
0.5,63,0.3629032258064516
0.5,64,0.3629032258064516
0.5,65,0.3629032258064516
0.5,66,0.3709677419354839
0.5,67,0.3790322580645161
0.5,68,0.41935483870967744
0.5,69,0.41935483870967744
0.5,70,0.41935483870967744
0.5,71,0.4112903225806452
0.5,72,0.4032258064516129
0.5,73,0.41935483870967744
0.5,74,0.4032258064516129
0.5,75,0.3870967741935484
0.5,76,0.3951612903225806
0.5,77,0.4032258064516129
0.5,78,0.4032258064516129
0.5,79,0.3951612903225806
0.5,80,0.4032258064516129
0.5,81,0.4032258064516129
0.5,82,0.3951612903225806
0.5,83,0.4032258064516129
0.5,84,0.4112903225806452
0.5,85,0.41935483870967744
0.5,86,0.41935483870967744
0.5,87,0.41935483870967744
0.5,88,0.43548387096774194
0.5,89,0.43548387096774194
0.5,90,0.46774193548387094
0.5,91,0.4838709677419355
0.5,92,0.4838709677419355
0.5,93,0.49193548387096775
0.5,94,0.49193548387096775
0.5,95,0.5
0.5,96,0.5161290322580645
0.5,97,0.5080645161290323
0.5,98,0.5241935483870968
0.5,99,0.5241935483870968
0.6,1,0.6666666666666666
0.6,2,0.8055555555555556
0.6,3,0.7777777777777778
0.6,4,0.6944444444444444
0.6,5,0.6666666666666666
0.6,6,0.6944444444444444
0.6,7,0.5833333333333334
0.6,8,0.5555555555555556
0.6,9,0.5277777777777778
0.6,10,0.6111111111111112
0.6,11,0.6388888888888888
0.6,12,0.6666666666666666
0.6,13,0.6388888888888888
0.6,14,0.5555555555555556
0.6,15,0.5277777777777778
0.6,16,0.5277777777777778
0.6,17,0.4722222222222222
0.6,18,0.4166666666666667
0.6,19,0.4166666666666667
0.6,20,0.4444444444444444
0.6,21,0.4444444444444444
0.6,22,0.5
0.6,23,0.4722222222222222
0.6,24,0.4722222222222222
0.6,25,0.5
0.6,26,0.5
0.6,27,0.5
0.6,28,0.5
0.6,29,0.4444444444444444
0.6,30,0.4444444444444444
0.6,31,0.4444444444444444
0.6,32,0.3888888888888889
0.6,33,0.3888888888888889
0.6,34,0.3888888888888889
0.6,35,0.4444444444444444
0.6,36,0.4166666666666667
0.6,37,0.4444444444444444
0.6,38,0.4166666666666667
0.6,39,0.4444444444444444
0.6,40,0.4166666666666667
0.6,41,0.4444444444444444
0.6,42,0.4444444444444444
0.6,43,0.4166666666666667
0.6,44,0.4166666666666667
0.6,45,0.4166666666666667
0.6,46,0.4166666666666667
0.6,47,0.3888888888888889
0.6,48,0.4444444444444444
0.6,49,0.4444444444444444
0.6,50,0.4444444444444444
0.6,51,0.4444444444444444
0.6,52,0.4722222222222222
0.6,53,0.5
0.6,54,0.5
0.6,55,0.5
0.6,56,0.4722222222222222
0.6,57,0.4722222222222222
0.6,58,0.4722222222222222
0.6,59,0.4722222222222222
0.6,60,0.5
0.6,61,0.5
0.6,62,0.4444444444444444
0.6,63,0.4166666666666667
0.6,64,0.4166666666666667
0.6,65,0.4166666666666667
0.6,66,0.4444444444444444
0.6,67,0.4722222222222222
0.6,68,0.5555555555555556
0.6,69,0.5277777777777778
0.6,70,0.5277777777777778
0.6,71,0.5
0.6,72,0.4722222222222222
0.6,73,0.5
0.6,74,0.4722222222222222
0.6,75,0.4444444444444444
0.6,76,0.4444444444444444
0.6,77,0.4444444444444444
0.6,78,0.4722222222222222
0.6,79,0.4722222222222222
0.6,80,0.4722222222222222
0.6,81,0.4722222222222222
0.6,82,0.4722222222222222
0.6,83,0.4444444444444444
0.6,84,0.5
0.6,85,0.5277777777777778
0.6,86,0.5
0.6,87,0.5277777777777778
0.6,88,0.5555555555555556
0.6,89,0.5277777777777778
0.6,90,0.5277777777777778
0.6,91,0.5555555555555556
0.6,92,0.5555555555555556
0.6,93,0.5555555555555556
0.6,94,0.5555555555555556
0.6,95,0.5555555555555556
0.6,96,0.5555555555555556
0.6,97,0.5555555555555556
0.6,98,0.5833333333333334
0.6,99,0.6111111111111112
0.7,1,0.5
0.7,2,0.75
0.7,3,0.75
0.7,4,0.625
0.7,5,0.6875
0.7,6,0.75
0.7,7,0.625
0.7,8,0.5
0.7,9,0.4375
0.7,10,0.5625
0.7,11,0.6875
0.7,12,0.6875
0.7,13,0.625
0.7,14,0.5
0.7,15,0.4375
0.7,16,0.4375
0.7,17,0.4375
0.7,18,0.375
0.7,19,0.375
0.7,20,0.4375
0.7,21,0.4375
0.7,22,0.4375
0.7,23,0.4375
0.7,24,0.4375
0.7,25,0.4375
0.7,26,0.4375
0.7,27,0.4375
0.7,28,0.4375
0.7,29,0.4375
0.7,30,0.4375
0.7,31,0.4375
0.7,32,0.4375
0.7,33,0.4375
0.7,34,0.4375
0.7,35,0.5
0.7,36,0.5
0.7,37,0.4375
0.7,38,0.4375
0.7,39,0.5
0.7,40,0.5
0.7,41,0.5
0.7,42,0.5
0.7,43,0.4375
0.7,44,0.4375
0.7,45,0.4375
0.7,46,0.4375
0.7,47,0.4375
0.7,48,0.4375
0.7,49,0.4375
0.7,50,0.4375
0.7,51,0.4375
0.7,52,0.4375
0.7,53,0.5
0.7,54,0.5
0.7,55,0.4375
0.7,56,0.375
0.7,57,0.375
0.7,58,0.375
0.7,59,0.375
0.7,60,0.4375
0.7,61,0.375
0.7,62,0.375
0.7,63,0.375
0.7,64,0.375
0.7,65,0.375
0.7,66,0.4375
0.7,67,0.4375
0.7,68,0.625
0.7,69,0.625
0.7,70,0.5625
0.7,71,0.5625
0.7,72,0.5625
0.7,73,0.625
0.7,74,0.625
0.7,75,0.625
0.7,76,0.625
0.7,77,0.625
0.7,78,0.625
0.7,79,0.5625
0.7,80,0.5625
0.7,81,0.5625
0.7,82,0.5625
0.7,83,0.5625
0.7,84,0.5625
0.7,85,0.5625
0.7,86,0.5625
0.7,87,0.5625
0.7,88,0.5625
0.7,89,0.5625
0.7,90,0.5625
0.7,91,0.5625
0.7,92,0.5625
0.7,93,0.5625
0.7,94,0.5625
0.7,95,0.5625
0.7,96,0.5625
0.7,97,0.5625
0.7,98,0.625
0.7,99,0.6875
0.8,1,0.6
0.8,2,0.8
0.8,3,0.8
0.8,4,0.6
0.8,5,0.6
0.8,6,0.6
0.8,7,0.2
0.8,8,0.2
0.8,9,0.2
0.8,10,0.6
0.8,11,0.6
0.8,12,0.6
0.8,13,0.4
0.8,14,0.2
0.8,15,0.4
0.8,16,0.4
0.8,17,0.4
0.8,18,0.2
0.8,19,0.2
0.8,20,0.2
0.8,21,0.2
0.8,22,0.2
0.8,23,0.2
0.8,24,0.2
0.8,25,0.2
0.8,26,0.2
0.8,27,0.2
0.8,28,0.2
0.8,29,0.2
0.8,30,0.2
0.8,31,0.2
0.8,32,0.2
0.8,33,0.2
0.8,34,0.2
0.8,35,0.4
0.8,36,0.4
0.8,37,0.2
0.8,38,0.2
0.8,39,0.2
0.8,40,0.2
0.8,41,0.2
0.8,42,0.2
0.8,43,0.2
0.8,44,0.2
0.8,45,0.2
0.8,46,0.2
0.8,47,0.2
0.8,48,0.2
0.8,49,0.2
0.8,50,0.2
0.8,51,0.2
0.8,52,0.2
0.8,53,0.2
0.8,54,0.4
0.8,55,0.2
0.8,56,0.2
0.8,57,0.2
0.8,58,0.2
0.8,59,0.2
0.8,60,0.2
0.8,61,0.2
0.8,62,0.2
0.8,63,0.2
0.8,64,0.2
0.8,65,0.2
0.8,66,0.2
0.8,67,0.4
0.8,68,0.4
0.8,69,0.4
0.8,70,0.4
0.8,71,0.4
0.8,72,0.4
0.8,73,0.4
0.8,74,0.4
0.8,75,0.4
0.8,76,0.4
0.8,77,0.4
0.8,78,0.4
0.8,79,0.4
0.8,80,0.4
0.8,81,0.4
0.8,82,0.4
0.8,83,0.4
0.8,84,0.4
0.8,85,0.4
0.8,86,0.4
0.8,87,0.4
0.8,88,0.4
0.8,89,0.4
0.8,90,0.4
0.8,91,0.4
0.8,92,0.4
0.8,93,0.4
0.8,94,0.4
0.8,95,0.4
0.8,96,0.4
0.8,97,0.4
0.8,98,0.6
0.8,99,0.6
